Ngay,Dong cua,Mo cua,Cao nhat,Thap nhat,KL,% Thay doi
19/11/2020,983.26,975.32,983.26,973.53,"25,407,164",9.73(1.00 %)
18/11/2020,973.53,969.48,974.3,966.32,"31,075,038",4.63(0.48 %)
17/11/2020,968.9,955.52,968.9,950.79,"25,298,846",18.11(1.90 %)
16/11/2020,950.79,970.11,972.98,950.5,"33,015,649",-15.5(-1.60 %)
13/11/2020,966.29,959.56,966.29,959.13,"34,302,476",7.01(0.73 %)
12/11/2020,959.28,953.97,959.28,952.22,"23,035,136",7.06(0.74 %)
11/11/2020,952.22,954.46,956.65,947.61,"21,107,216",0.32(0.03 %)
10/11/2020,951.9,962.68,963.47,951.9,"30,131,122",-0.09(-0.01 %)
09/11/2020,951.99,942.15,951.99,938.29,"22,399,577",13.7(1.46 %)
06/11/2020,938.29,939.73,941.2,934.63,"16,625,036",0.54(0.06 %)
05/11/2020,937.75,940.32,945.51,937.75,"32,387,220",-2.01(-0.21 %)
04/11/2020,939.76,935.41,943.56,933.86,"20,292,342",4.35(0.47 %)
03/11/2020,935.41,936.73,937.57,932.18,"15,010,259",1.73(0.19 %)
02/11/2020,933.68,926.09,933.68,924.14,"23,706,844",8.21(0.89 %)
30/10/2020,925.47,925.41,926.32,911.2,"14,450,849",6.39(0.70 %)
29/10/2020,919.08,916.49,925.84,914.33,"78,379,546",-1.97(-0.21 %)
28/10/2020,921.05,942.82,946.91,921.05,"20,653,760",-25.42(-2.69 %)
27/10/2020,946.47,950.8,954.72,946.28,"38,806,613",-4.33(-0.46 %)
26/10/2020,950.8,967.52,970.15,950.8,"22,255,691",-10.46(-1.09 %)
23/10/2020,961.26,953.45,961.26,949.9,"59,006,856",11.36(1.20 %)
22/10/2020,949.9,938.06,949.9,933.78,"47,120,045",10.87(1.16 %)
21/10/2020,939.03,947.16,948.2,939,"38,945,277",-5.39(-0.57 %)
20/10/2020,944.42,941,944.54,937.32,"53,636,671",0.73(0.08 %)
19/10/2020,943.69,945.01,946.29,941.92,"35,439,484",0.39(0.04 %)
16/10/2020,943.3,944.03,946.23,935.98,"43,852,730",0.54(0.06 %)
15/10/2020,942.76,945.28,945.93,938.7,"27,886,477",2.58(0.27 %)
14/10/2020,940.18,931.89,940.18,931.89,"81,439,083",10.32(1.11 %)
13/10/2020,929.86,926.76,930.96,923.78,"35,224,801",4.03(0.44 %)
12/10/2020,925.83,930.78,933.13,923.28,"39,239,324",1.83(0.20 %)
09/10/2020,924,919.48,924,917.7,"43,715,779",5.16(0.56 %)
08/10/2020,918.84,922.08,922.08,913.89,"20,767,216",-0.88(-0.10 %)
07/10/2020,919.72,913.62,923.57,912.69,"25,504,304",4.05(0.44 %)
06/10/2020,915.67,918.11,918.93,912.77,"18,876,678",0.99(0.11 %)
05/10/2020,914.68,913.77,915.55,910.96,"29,523,966",4.77(0.52 %)
02/10/2020,909.91,914.09,916.67,897.72,"24,978,317",-4.18(-0.46 %)
01/10/2020,914.09,910.13,914.09,905.21,"20,447,757",3.96(0.44 %)
30/09/2020,905.21,904.34,907,900.44,"27,383,831",1.23(0.14 %)
29/09/2020,903.98,916.63,917.49,903.98,"23,628,691",-8.52(-0.93 %)
28/09/2020,912.5,911.2,913.6,908.27,"39,329,614",4.23(0.47 %)
25/09/2020,908.27,910.78,911.3,905.56,"31,875,502",-0.31(-0.03 %)
24/09/2020,908.58,910.53,914.51,907.32,"38,003,920",-3.92(-0.43 %)
23/09/2020,912.5,908.97,913.52,906.19,"62,101,590",6.31(0.70 %)
22/09/2020,906.19,905.9,909.69,902.47,"28,970,945",-1.75(-0.19 %)
21/09/2020,907.94,904.5,909.78,900.95,"52,879,800",6.99(0.78 %)
18/09/2020,900.95,896.08,902.11,894.04,"56,178,510",6.91(0.77 %)
17/09/2020,894.04,897.47,899.41,890.93,"20,157,171",-3.43(-0.38 %)
16/09/2020,897.47,897.43,897.58,894.63,"25,607,571",1.21(0.14 %)
15/09/2020,896.26,896.61,898.74,894.57,"34,820,427",1.69(0.19 %)
14/09/2020,894.57,891.89,895.31,888.97,"43,419,125",5.6(0.63 %)
11/09/2020,888.97,888.82,890.98,884.67,"36,033,435",0.15(0.02 %)
10/09/2020,888.82,895.29,896.78,888.82,"95,706,679",-0.5(-0.06 %)
09/09/2020,889.32,883.68,892.4,881.57,"30,034,263",-0.82(-0.09 %)
08/09/2020,890.14,891.61,894.58,884.88,"20,866,501",1.89(0.21 %)
07/09/2020,888.25,903.85,905.8,888.25,"42,641,639",-13.29(-1.47 %)
04/09/2020,901.54,896.02,903.97,893.86,"29,565,976",-2.43(-0.27 %)
03/09/2020,903.97,898.25,904.32,896.26,"39,306,532",12.24(1.37 %)
01/09/2020,891.73,882.4,892.51,880.79,"29,947,436",9.33(1.06 %)
31/08/2020,881.65,882.13,888.44,879.26,"18,244,566",2.67(0.30 %)
28/08/2020,878.98,878.79,885.86,874.71,"65,363,779",4.27(0.49 %)
27/08/2020,874.71,872.38,875.71,871.93,"32,392,154",1.24(0.14 %)
26/08/2020,873.47,873.62,876.97,871.78,"29,372,709",-0.65(-0.07 %)
25/08/2020,874.12,870.92,877.57,870.92,"47,340,855",5.44(0.63 %)
24/08/2020,868.68,860.35,868.68,854.78,"30,376,545",13.9(1.63 %)
21/08/2020,854.78,849.99,856.45,848.21,"23,033,213",6.57(0.77 %)
20/08/2020,848.21,851.21,856.99,847.44,"52,731,658",-3(-0.35 %)
19/08/2020,851.21,847.19,853.15,846.22,"24,490,077",4.78(0.56 %)
18/08/2020,846.43,846.43,851.06,845,"42,873,009",-3.72(-0.44 %)
17/08/2020,850.15,848.08,852.05,841.62,"20,947,690",-0.59(-0.07 %)
14/08/2020,850.74,854.29,860.32,848.38,"15,665,293",-4.31(-0.50 %)
13/08/2020,855.05,849.96,855.19,849.86,"15,914,688",8.13(0.96 %)
12/08/2020,846.92,844.19,848.54,842.88,"32,307,650",3.84(0.46 %)
11/08/2020,843.08,847.61,847.61,840.35,"21,311,216",-0.12(-0.01 %)
10/08/2020,843.2,845.11,849.52,843.2,"29,881,378",1.74(0.21 %)
07/08/2020,841.46,840.65,844.33,836.84,"27,074,198",1.42(0.17 %)
06/08/2020,840.04,838.01,844.16,833.56,"22,819,539",2.24(0.27 %)
05/08/2020,837.8,827.54,839.52,820.74,"39,798,334",10.23(1.24 %)
04/08/2020,827.57,822.86,827.57,820.2,"25,553,501",12.92(1.59 %)
03/08/2020,814.65,796.86,814.84,796.47,"51,391,829",16.26(2.04 %)
31/07/2020,798.39,787.78,803.55,786.98,"28,528,478",-2.74(-0.34 %)
30/07/2020,801.13,796.22,802.97,794.88,"23,759,597",10.29(1.30 %)
29/07/2020,790.84,800.39,800.39,779.82,"39,956,758",-22.52(-2.77 %)
28/07/2020,813.36,786.72,814.4,786.67,"14,663,426",28.19(3.59 %)
27/07/2020,785.17,794.14,808.74,780.64,"44,562,025",-43.99(-5.31 %)
24/07/2020,829.16,854.23,856.75,816.65,"60,866,397",-27.59(-3.22 %)
23/07/2020,856.75,854.92,857.22,851.97,"13,968,660",1.67(0.20 %)
22/07/2020,855.08,862.8,864,854.97,"70,084,807",-6.61(-0.77 %)
21/07/2020,861.69,863.94,864.7,856.94,"28,131,737",0.29(0.03 %)
20/07/2020,861.4,870.66,872.02,861.4,"27,217,731",-10.62(-1.22 %)
17/07/2020,872.02,873.48,875.07,871.89,"21,253,060",-4.81(-0.55 %)
16/07/2020,876.83,871.81,876.83,869.25,"18,748,184",6.92(0.80 %)
15/07/2020,869.91,872.8,876.69,868.11,"29,351,059",1.8(0.21 %)
14/07/2020,868.11,865.01,868.72,860.28,"31,974,475",-0.61(-0.07 %)
13/07/2020,868.72,874.85,876.83,866.99,"39,261,811",-2.49(-0.29 %)
10/07/2020,871.21,873.7,878.53,867.59,"35,307,467",-5.25(-0.60 %)
09/07/2020,876.46,867.66,878.36,864.5,"46,230,398",11.96(1.38 %)
08/07/2020,864.5,861.75,865.58,859.98,"53,104,166",1.08(0.13 %)
07/07/2020,863.42,865.46,870.63,861.16,"45,832,799",2.26(0.26 %)
06/07/2020,861.16,851.47,861.85,847.61,"16,518,128",13.55(1.60 %)
03/07/2020,847.61,845.26,848.16,842.38,"26,610,180",5.23(0.62 %)
02/07/2020,842.38,845.66,845.66,838.48,"32,144,368",-1.11(-0.13 %)
01/07/2020,843.49,827.67,844.26,826.38,"49,803,474",18.38(2.23 %)
30/06/2020,825.11,836.72,840.31,821.92,"45,411,477",-4.25(-0.51 %)
29/06/2020,829.36,846.26,851.98,826,"49,730,505",-22.62(-2.65 %)
26/06/2020,851.98,859.07,862.59,850.66,"37,101,119",-2.61(-0.31 %)
25/06/2020,854.59,851.09,856.23,849.65,"22,912,871",-5.12(-0.60 %)
24/06/2020,859.71,868.2,873.13,857.58,"23,894,210",-8.49(-0.98 %)
23/06/2020,868.2,871.12,873.2,864.02,"53,840,572",-3.08(-0.35 %)
22/06/2020,871.28,871.56,872.94,867.37,"13,726,363",2.72(0.31 %)
19/06/2020,868.56,857.77,868.56,857.77,"64,948,762",13.29(1.55 %)
18/06/2020,855.27,850.92,858.03,847.49,"32,463,593",0.83(0.10 %)
17/06/2020,854.44,861.05,861.05,852.27,"40,264,497",-1.69(-0.20 %)
16/06/2020,856.13,848.86,858.7,832.47,"50,557,846",23.66(2.84 %)
15/06/2020,832.47,867.52,868.16,832.47,"233,885,947",-31.05(-3.60 %)
12/06/2020,863.52,841.85,863.52,841.44,"36,416,963",-3.85(-0.44 %)
11/06/2020,867.37,900.48,903.7,867.37,"26,629,820",-33.31(-3.70 %)
10/06/2020,900.68,898.78,902.69,890.3,"17,048,696",-2.42(-0.27 %)
09/06/2020,899.43,902.26,904.89,898.87,"38,380,182",-0.49(-0.05 %)
08/06/2020,899.92,888.7,905.65,886.22,"45,842,513",13.7(1.55 %)
05/06/2020,886.22,883.4,886.59,878.5,"32,803,881",2.32(0.26 %)
04/06/2020,883.9,883.22,888.32,883.22,"25,330,680",2.73(0.31 %)
03/06/2020,881.17,876.73,881.17,874.01,"15,834,001",6.37(0.73 %)
02/06/2020,874.8,879.23,882.73,874.53,"40,890,489",-3.87(-0.44 %)
01/06/2020,878.67,868.97,878.67,864.47,"45,328,670",9.7(1.12 %)
29/05/2020,864.47,861.59,866.95,859.26,"21,332,610",3.08(0.36 %)
28/05/2020,861.39,858.97,866.17,856.48,"55,203,447",3.91(0.46 %)
27/05/2020,857.48,873.42,875.35,857.48,"29,851,683",-11.65(-1.34 %)
26/05/2020,869.13,861.47,869.65,859.04,"19,755,369",10.09(1.17 %)
25/05/2020,859.04,852.9,860.45,849.12,"40,902,868",6.3(0.74 %)
22/05/2020,852.74,859.29,860.65,852.08,"25,226,523",-9.99(-1.16 %)
21/05/2020,862.73,854.93,862.73,854.04,"27,036,739",9.82(1.15 %)
20/05/2020,852.91,843.26,852.91,842.21,"21,423,170",6.99(0.83 %)
19/05/2020,845.92,852.14,854.25,844.15,"86,434,819",8.91(1.06 %)
18/05/2020,837.01,827.49,837.61,823.08,"25,453,884",9.98(1.21 %)
15/05/2020,827.03,835.42,838.47,824.59,"21,383,181",-5.37(-0.65 %)
14/05/2020,832.4,830.97,836.19,826.17,"54,297,895",-1.81(-0.22 %)
13/05/2020,834.21,835.32,839.59,815.13,"28,348,988",-1.11(-0.13 %)
12/05/2020,835.32,827.29,835.95,819.66,"29,572,374",6.99(0.84 %)
11/05/2020,828.33,818.26,828.33,812.48,"82,254,526",14.6(1.79 %)
08/05/2020,813.73,800.32,825.72,800.2,"28,819,969",17.19(2.16 %)
07/05/2020,796.54,785.08,796.54,782.59,"25,576,229",13.95(1.78 %)
06/05/2020,782.59,767.3,782.59,765.37,"61,989,928",18.43(2.41 %)
05/05/2020,764.16,763.22,767.03,760.04,"42,894,495",1.69(0.22 %)
04/05/2020,762.47,766.14,769.73,761.64,"29,886,348",-6.64(-0.86 %)
29/04/2020,769.11,768.59,772.62,767.21,"38,829,091",1.9(0.25 %)
28/04/2020,767.21,773.31,776.13,763.66,"20,448,015",-3.56(-0.46 %)
27/04/2020,770.77,780.65,785.74,770.77,"49,757,342",-5.89(-0.76 %)
24/04/2020,776.66,777.28,778.3,767.31,"33,516,118",2.75(0.36 %)
23/04/2020,773.91,768.92,785.6,768.92,"12,000,303",4.99(0.65 %)
22/04/2020,768.92,752.8,774.94,749.97,"25,002,511",2.08(0.27 %)
21/04/2020,766.84,794.97,794.97,761.96,"23,539,200",-28.13(-3.54 %)
20/04/2020,794.97,796.17,797.49,786.73,"29,268,792",5.37(0.68 %)
17/04/2020,789.6,786.96,790.95,783.74,"33,733,042",8.9(1.14 %)
16/04/2020,780.7,773.11,781.06,770.91,"33,293,450",3.48(0.45 %)
15/04/2020,777.22,768.05,779.52,768.01,"46,621,950",9.81(1.28 %)
14/04/2020,767.41,769.01,769.53,753.85,"35,954,732",1.62(0.21 %)
13/04/2020,765.79,762.99,774.62,757.94,"34,080,827",7.85(1.04 %)
10/04/2020,757.94,759.08,764.36,751.59,"42,584,774",-2.39(-0.31 %)
09/04/2020,760.33,751.08,765.87,748.02,"26,151,877",12.31(1.65 %)
08/04/2020,748.02,740.03,748.36,730.12,"48,447,890",1.33(0.18 %)
07/04/2020,746.69,744.97,749.13,730.28,"13,312,640",9.94(1.35 %)
06/04/2020,736.75,716.22,736.75,701.8,"25,635,168",34.95(4.98 %)
03/04/2020,701.8,687.92,701.8,680.23,"30,647,886",21.57(3.17 %)
01/04/2020,680.23,658.8,684.96,657.41,"61,849,516",17.7(2.67 %)
31/03/2020,662.53,669.74,678.64,649.1,"28,792,158",0.27(0.04 %)
30/03/2020,662.26,663.91,665.56,657.36,"36,753,418",-33.8(-4.86 %)
27/03/2020,696.06,692.54,703.22,682.52,"107,763,430",1.85(0.27 %)
26/03/2020,694.21,689,700.76,680.1,"47,624,070",3.96(0.57 %)
25/03/2020,690.25,669.76,690.25,659.21,"55,929,650",31.04(4.71 %)
24/03/2020,659.21,666.59,666.59,652.27,"28,994,667",-7.38(-1.11 %)
23/03/2020,666.59,694.77,709.73,664.23,"54,855,135",-43.14(-6.08 %)
20/03/2020,709.73,728.55,729.35,709.73,"31,435,153",-16.21(-2.23 %)
19/03/2020,725.94,732.35,747.66,714.02,"17,462,925",-21.72(-2.91 %)
18/03/2020,747.66,747.4,752.65,742.12,"49,021,837",1.88(0.25 %)
17/03/2020,745.78,724.07,750.03,721.84,"75,906,461",-2.08(-0.28 %)
16/03/2020,747.86,758.28,758.59,737.58,"67,049,567",-13.92(-1.83 %)
13/03/2020,761.78,750.56,769.25,723.42,"62,999,540",-7.47(-0.97 %)
12/03/2020,769.25,778.06,811.35,762.12,"25,480,605",-42.1(-5.19 %)
11/03/2020,811.35,843.52,844.94,794.54,"36,112,330",-26.15(-3.12 %)
10/03/2020,837.5,813.83,843.28,806.63,"38,738,402",2.01(0.24 %)
09/03/2020,835.49,875.8,891.44,834.67,"34,348,653",-55.95(-6.28 %)
06/03/2020,891.44,888.96,893.31,882.71,"34,267,314",-1.87(-0.21 %)
05/03/2020,893.31,892.71,898.43,889.37,"21,546,849",3.94(0.44 %)
04/03/2020,889.37,887.85,890.61,882.83,"39,561,436",-1.24(-0.14 %)
03/03/2020,890.61,895.39,896.39,884.43,"34,043,992",6.18(0.70 %)
02/03/2020,884.43,878.43,886.45,877.31,"30,070,672",2.24(0.25 %)
28/02/2020,882.19,885.47,898.44,872.46,"55,130,720",-16.25(-1.81 %)
27/02/2020,898.44,892.15,899.34,889.14,"26,152,818",2.47(0.28 %)
26/02/2020,895.97,901.51,903.27,894.25,"9,751,390",-13.7(-1.51 %)
25/02/2020,909.67,893.95,909.67,893.95,"33,381,797",6.33(0.70 %)
24/02/2020,903.34,917.49,917.49,903.34,"34,262,429",-29.75(-3.19 %)
21/02/2020,933.09,938.13,940.53,932.32,"23,539,899",-5.04(-0.54 %)
20/02/2020,938.13,933.69,938.13,928.76,"10,439,258",9.37(1.01 %)
19/02/2020,928.76,926.41,931.66,925.86,"29,511,087",0.83(0.09 %)
18/02/2020,927.93,927.93,934.98,926.01,"21,144,984",-6.84(-0.73 %)
17/02/2020,934.77,938.52,938.52,931.66,"31,630,709",-2.68(-0.29 %)
14/02/2020,937.45,939.28,940.65,936.47,"30,435,691",-0.79(-0.08 %)
13/02/2020,938.24,937.19,939.1,934.47,"22,154,170",0.56(0.06 %)
12/02/2020,937.68,940.72,943.11,934.67,"38,391,380",3.01(0.32 %)
11/02/2020,934.67,930.73,936.04,930.73,"17,372,470",3.94(0.42 %)
10/02/2020,930.73,934.38,940.75,926.61,"20,677,048",-10.02(-1.07 %)
07/02/2020,940.75,938.61,943.48,935.94,"21,793,610",2.21(0.24 %)
06/02/2020,938.54,926.66,938.54,925.21,"15,030,904",12.63(1.36 %)
05/02/2020,925.91,934.75,936.33,921.89,"27,835,238",-3.18(-0.34 %)
04/02/2020,929.09,929.42,934.91,919.33,"18,542,770",0.95(0.10 %)
03/02/2020,928.14,916.6,936.62,891.85,"27,564,590",-8.48(-0.91 %)
31/01/2020,936.62,959.58,960.96,936.62,"41,405,419",-22.96(-2.39 %)
30/01/2020,959.58,975.15,991.46,954,"12,594,500",-31.88(-3.22 %)
22/01/2020,991.46,986.52,991.46,983.92,"18,264,792",5.09(0.52 %)
21/01/2020,986.37,978.82,986.37,978.63,"24,720,525",7.74(0.79 %)
20/01/2020,978.63,978.23,979.85,975.93,"44,342,629",-0.33(-0.03 %)
17/01/2020,978.96,976.28,980.02,973.79,"44,024,893",4.65(0.48 %)
16/01/2020,974.31,967.2,974.7,967.17,"49,581,769",6.75(0.70 %)
15/01/2020,967.56,967.69,967.69,964.84,"36,427,556",0.56(0.06 %)
14/01/2020,967,966.26,968.85,965.76,"61,032,014",1.16(0.12 %)
13/01/2020,965.84,966.89,968.63,964.79,"26,775,583",-2.7(-0.28 %)
10/01/2020,968.54,961.17,969.71,960.15,"58,013,210",8.39(0.87 %)
09/01/2020,960.15,953.86,960.73,948.98,"31,196,109",11.17(1.18 %)
08/01/2020,948.98,954.13,958.88,945.28,"137,061,230",-9.9(-1.03 %)
07/01/2020,958.88,955.79,959.46,953.19,"48,969,393",3.09(0.32 %)
06/01/2020,955.79,962.79,965.14,955.59,"43,743,994",-9.35(-0.97 %)
03/01/2020,965.14,968.72,970.88,965.14,"22,318,660",-1.53(-0.16 %)
02/01/2020,966.67,960.26,966.67,959.67,"67,385,376",5.68(0.59 %)
31/12/2019,960.99,965.71,965.71,958.22,"39,175,183",-4.04(-0.42 %)
30/12/2019,965.03,962.89,967.52,962.47,"27,473,960",1.52(0.16 %)
27/12/2019,963.51,957.7,963.51,954.19,"51,749,251",4.92(0.51 %)
26/12/2019,958.59,960.67,962.11,957.43,"103,904,597",-2.33(-0.24 %)
25/12/2019,960.92,958.18,962.83,957.5,"39,296,344",2.04(0.21 %)
24/12/2019,958.88,958.88,959.43,953.29,"50,981,115",-0.55(-0.06 %)
23/12/2019,959.43,959.55,960.71,956.41,"46,820,010",3.02(0.32 %)
20/12/2019,956.41,953.55,957.52,952.26,"55,773,188",4.15(0.44 %)
19/12/2019,952.26,950.61,955.85,946.74,"40,476,485",1.13(0.12 %)
